Position
Time (Seconds),J1 (Degrees),J2 (Degrees),J3 (Degrees),J4 (Degrees),J5 (Degrees),J6 (Degrees)
8.974999,0.321594,-43.760429,66.338226,-0.782355,67.197540,-178.375610
9.000000,0.201340,-43.766113,66.340439,-0.777460,67.186943,-179.497879
9.025000,0.081004,-43.769180,66.341637,-0.772275,67.174782,-180.620331
9.049999,-0.039367,-43.769634,66.341812,-0.766802,67.161186,-181.742889
9.075000,-0.159721,-43.767464,66.340965,-0.761048,67.146072,-182.864746
9.099999,-0.280008,-43.762695,66.339111,-0.755010,67.129486,-183.986633
9.125000,-0.400178,-43.755299,66.336235,-0.748681,67.111366,-185.110062
9.150000,-0.520178,-43.745300,66.332336,-0.742079,67.091827,-186.232635
9.174999,-0.639957,-43.732708,66.327438,-0.735206,67.070816,-187.354294
9.200000,-0.759465,-43.717487,66.321518,-0.728051,67.048317,-188.477356
9.224999,-0.878652,-43.699715,66.314590,-0.720637,67.024414,-189.597824
9.250000,-0.997470,-43.679356,66.306648,-0.712943,66.999062,-190.720367
9.275000,-1.115866,-43.656437,66.297707,-0.704986,66.972321,-191.841812
9.299999,-1.233792,-43.630943,66.287758,-0.696780,66.944168,-192.962067
9.325000,-1.351198,-43.602932,66.276817,-0.688310,66.914619,-194.081909
9.349999,-1.468038,-43.572376,66.264885,-0.679587,66.883705,-195.202042
9.375000,-1.584266,-43.539322,66.251953,-0.670601,66.851440,-196.322449
9.400000,-1.699826,-43.503777,66.238045,-0.661377,66.817833,-197.441513
9.424999,-1.814671,-43.465721,66.223137,-0.651924,66.782928,-198.559143
9.450000,-1.928767,-43.425251,66.207268,-0.642214,66.746719,-199.676910
9.474999,-2.042054,-43.382332,66.190422,-0.632279,66.709229,-200.793961
9.500000,-2.154496,-43.337025,66.172615,-0.622105,66.670502,-201.910248
9.525000,-2.266037,-43.289295,66.153847,-0.611720,66.630531,-203.024933
9.549999,-2.376650,-43.239216,66.134117,-0.601099,66.589333,-204.139542
9.575000,-2.486274,-43.186813,66.113449,-0.590272,66.546974,-205.253265
9.599999,-2.594876,-43.132069,66.091850,-0.579232,66.503426,-206.365234
9.625000,-2.702413,-43.075092,66.069305,-0.567982,66.458778,-207.477020
9.650000,-2.808842,-43.015831,66.045853,-0.556522,66.412987,-208.587799
9.674999,-2.914125,-42.954372,66.021484,-0.544866,66.366112,-209.697510
9.700000,-3.018218,-42.890682,65.996201,-0.533028,66.318161,-210.805328
9.724999,-3.121090,-42.824875,65.970016,-0.520981,66.269211,-211.912811
9.750000,-3.222694,-42.756893,65.942940,-0.508777,66.219208,-213.018326
9.775000,-3.322998,-42.686859,65.914986,-0.496373,66.168251,-214.123413
9.799999,-3.421968,-42.614765,65.886169,-0.483791,66.116333,-215.228043
9.825000,-3.519564,-42.540623,65.856483,-0.471061,66.063492,-216.329788
9.849999,-3.615757,-42.464512,65.825951,-0.458158,66.009758,-217.431000
9.875000,-3.710508,-42.386459,65.794586,-0.445105,65.955139,-218.530823
9.900000,-3.803791,-42.306488,65.762390,-0.431881,65.899696,-219.629272
9.924999,-3.895566,-42.224632,65.729362,-0.418541,65.843437,-220.725510
9.950000,-3.985811,-42.140965,65.695541,-0.405047,65.786407,-221.820267
9.974999,-4.074499,-42.055485,65.660912,-0.391398,65.728622,-222.915115
10.000000,-4.161592,-41.968246,65.625496,-0.377623,65.670113,-224.007614
10.025000,-4.247064,-41.879307,65.589325,-0.363750,65.610924,-225.097809
10.049999,-4.330899,-41.788708,65.552376,-0.349731,65.551094,-226.186462
10.075000,-4.413062,-41.696465,65.514694,-0.335606,65.490593,-227.275070
10.099999,-4.493530,-41.602638,65.476273,-0.321371,65.429543,-228.360458
10.125000,-4.572283,-41.507236,65.437134,-0.307032,65.367867,-229.445786
10.150000,-4.649297,-41.410389,65.397285,-0.292595,65.305717,-230.527847
10.174999,-4.724545,-41.312042,65.356735,-0.278083,65.243042,-231.608215
10.200000,-4.798024,-41.212288,65.315506,-0.263460,65.179878,-232.687668
10.224999,-4.869701,-41.111160,65.273621,-0.248746,65.116264,-233.766174
10.250000,-4.939554,-41.008701,65.231056,-0.233993,65.052269,-234.841324
10.275000,-5.007577,-40.904968,65.187874,-0.219145,64.987854,-235.914703
10.299999,-5.073742,-40.800011,65.144073,-0.204252,64.923119,-236.987076
10.325000,-5.138048,-40.693848,65.099640,-0.189281,64.858047,-238.057648
10.349999,-5.200477,-40.586525,65.054619,-0.174256,64.792686,-239.126373
10.375000,-5.261004,-40.478104,65.009018,-0.159198,64.727074,-240.192459
10.400000,-5.319631,-40.368633,64.962852,-0.144077,64.661209,-241.258301
10.424999,-5.376337,-40.258144,64.916130,-0.128935,64.595146,-242.320633
10.450000,-5.431116,-40.146687,64.868881,-0.113748,64.528908,-243.381912
10.474999,-5.483964,-40.034294,64.821106,-0.098533,64.462524,-244.441299
10.500000,-5.534856,-39.921021,64.772820,-0.083322,64.396019,-245.497955
10.525000,-5.583805,-39.806919,64.724060,-0.068062,64.329430,-246.554291
10.549999,-5.630792,-39.692032,64.674812,-0.052795,64.262779,-247.607910
10.575000,-5.675805,-39.576408,64.625137,-0.037563,64.196083,-248.658005
10.599999,-5.718853,-39.460060,64.574997,-0.022298,64.129387,-249.707764
10.625000,-5.759930,-39.343048,64.524445,-0.007033,64.062714,-250.755569
10.650000,-5.799029,-39.225452,64.473473,0.008222,63.996075,-251.801422
10.674999,-5.836143,-39.107285,64.422127,0.023459,63.929527,-252.845322
10.700000,-5.871276,-38.988586,64.370392,0.038657,63.863056,-253.886475
10.724999,-5.904429,-38.869381,64.318298,0.053852,63.796700,-254.926453
10.750000,-5.935599,-38.749775,64.265884,0.069023,63.730515,-255.965256
10.775000,-5.964785,-38.629742,64.213120,0.084160,63.664494,-257.001282
10.799999,-5.991989,-38.509373,64.160057,0.099237,63.598671,-258.034576
10.825000,-6.017216,-38.388695,64.106712,0.114281,63.533047,-259.066681
10.849999,-6.040471,-38.267719,64.053093,0.129281,63.467670,-260.096832
10.875000,-6.061747,-38.146561,63.999214,0.144216,63.402569,-261.124237
10.900000,-6.081059,-38.025185,63.945099,0.159104,63.337730,-262.150452
10.924999,-6.098409,-37.903660,63.890751,0.173927,63.273205,-263.174713
10.950000,-6.113801,-37.782028,63.836205,0.188690,63.209030,-264.196991
10.974999,-6.127243,-37.660336,63.781475,0.203377,63.145180,-265.217346
11.000000,-6.138738,-37.538616,63.726566,0.217988,63.081688,-266.235718
11.025000,-6.148297,-37.416908,63.671509,0.232523,63.018620,-267.252167
11.049999,-6.155927,-37.295246,63.616314,0.246960,62.955925,-268.265869
11.075000,-6.161637,-37.173668,63.561005,0.261322,62.893654,-269.278442
11.099999,-6.165436,-37.052238,63.505589,0.275591,62.831875,-270.289093
11.125000,-6.167333,-36.930950,63.450089,0.289753,62.770512,-271.297028
11.150000,-6.167338,-36.809879,63.394516,0.303825,62.709621,-272.303864
11.174999,-6.165466,-36.689026,63.338898,0.317794,62.649235,-273.308777
11.200000,-6.161722,-36.568455,63.283241,0.331654,62.589367,-274.311798
11.224999,-6.156120,-36.448174,63.227573,0.345403,62.530022,-275.312927
11.250000,-6.148675,-36.328259,63.171902,0.359036,62.471199,-276.312195
11.275000,-6.139391,-36.208710,63.116257,0.372539,62.412956,-277.308807
11.299999,-6.128294,-36.089581,63.060638,0.385931,62.355263,-278.304352
11.325000,-6.115384,-35.970875,63.005074,0.399195,62.298168,-279.298065
11.349999,-6.100681,-35.852657,62.949574,0.412317,62.241665,-280.289154
11.375000,-6.084203,-35.734959,62.894165,0.425328,62.185780,-281.279968
11.400000,-6.065957,-35.617783,62.838860,0.438182,62.130501,-282.267426
11.424999,-6.045963,-35.501194,62.783661,0.450905,62.075859,-283.253876
11.450000,-6.024235,-35.385201,62.728607,0.463485,62.021870,-284.238556
11.474999,-6.000787,-35.269833,62.673702,0.475911,61.968517,-285.220673
11.500000,-5.975642,-35.155159,62.618969,0.488211,61.915852,-286.202606
11.525000,-5.948890,-35.041515,62.564583,0.500306,61.864021,-287.178955
11.549999,-5.920662,-34.929291,62.510738,0.512163,61.813171,-288.146576
11.575000,-5.891004,-34.818504,62.457436,0.523792,61.763344,-289.107178
11.599999,-5.859964,-34.709152,62.404709,0.535201,61.714474,-290.059906
11.625000,-5.827586,-34.601273,62.352531,0.546375,61.666615,-291.004761
11.650000,-5.793922,-34.494873,62.300949,0.557338,61.619755,-291.943420
11.674999,-5.759009,-34.389935,62.249954,0.568060,61.573849,-292.873413
11.700000,-5.722894,-34.286495,62.199562,0.578561,61.528893,-293.795532
11.724999,-5.685614,-34.184551,62.149784,0.588820,61.484913,-294.709808
11.750000,-5.647224,-34.084076,62.100601,0.598873,61.441910,-295.617889
11.775000,-5.607759,-33.985111,62.052052,0.608703,61.399830,-296.518127
11.799999,-5.567259,-33.887695,62.004131,0.618291,61.358704,-297.409637
11.825000,-5.525774,-33.791733,61.956837,0.627675,61.318481,-298.295013
11.849999,-5.483337,-33.697304,61.910179,0.636851,61.279194,-299.174194
11.875000,-5.439988,-33.604359,61.864174,0.645781,61.240810,-300.043823
11.900000,-5.395769,-33.512913,61.818806,0.654519,61.203312,-300.908142
11.924999,-5.350713,-33.422997,61.774097,0.663027,61.166729,-301.763702
11.950000,-5.304865,-33.334564,61.730042,0.671326,61.131020,-302.613098
11.974999,-5.258260,-33.247639,61.686634,0.679417,61.096188,-303.455475
12.000000,-5.210931,-33.162193,61.643894,0.687299,61.062191,-304.289917
12.025000,-5.162917,-33.078243,61.601810,0.694974,61.029053,-305.118225
12.049999,-5.114250,-32.995750,61.560387,0.702449,60.996754,-305.939484
12.075000,-5.064966,-32.914776,61.519646,0.709705,60.965279,-306.752747
12.099999,-5.015102,-32.835251,61.479546,0.716770,60.934639,-307.559814
12.125000,-4.964684,-32.757164,61.440105,0.723627,60.904785,-308.359802
12.150000,-4.913756,-32.680538,61.401344,0.730318,60.875710,-309.153625
12.174999,-4.862335,-32.605389,61.363239,0.736784,60.847439,-309.939362
12.200000,-4.810465,-32.531635,61.325798,0.743070,60.819927,-310.719879
12.224999,-4.758171,-32.459305,61.289009,0.749181,60.793171,-311.493225
12.250000,-4.705477,-32.388405,61.252892,0.755080,60.767162,-312.258453
12.275000,-4.652427,-32.318909,61.217422,0.760803,60.741898,-313.017426
12.299999,-4.599034,-32.250797,61.182610,0.766346,60.717342,-313.770142
12.325000,-4.545337,-32.184040,61.148445,0.771719,60.693501,-314.517578
12.349999,-4.491359,-32.118687,61.114929,0.776910,60.670380,-315.256744
12.375000,-4.437129,-32.054680,61.082069,0.781922,60.647907,-315.989624
12.400000,-4.382663,-31.992016,61.049835,0.786748,60.626133,-316.715149
12.424999,-4.328009,-31.930664,61.018246,0.791443,60.605007,-317.435333
12.450000,-4.273171,-31.870644,60.987301,0.795946,60.584538,-318.148132
12.474999,-4.218182,-31.811928,60.956982,0.800296,60.564728,-318.855591
12.500000,-4.163064,-31.754486,60.927277,0.804489,60.545528,-319.556610
12.525000,-4.107841,-31.698332,60.898193,0.808516,60.526958,-320.250153
12.549999,-4.052537,-31.643436,60.869740,0.812387,60.508980,-320.937195
12.575000,-3.997170,-31.589783,60.841885,0.816105,60.491604,-321.618835
12.599999,-3.941767,-31.537365,60.814640,0.819671,60.474804,-322.292847
12.625000,-3.886349,-31.486155,60.787987,0.823103,60.458580,-322.961334
12.650000,-3.830932,-31.436152,60.761932,0.826376,60.442913,-323.623260
12.674999,-3.775543,-31.387321,60.736462,0.829526,60.427792,-324.278503
12.700000,-3.720192,-31.339664,60.711578,0.832521,60.413227,-324.929291
12.724999,-3.664910,-31.293161,60.687263,0.835388,60.399174,-325.572266
12.750000,-3.609700,-31.247784,60.663528,0.838112,60.385628,-326.209564
12.775000,-3.554601,-31.203548,60.640354,0.840720,60.372589,-326.840088
12.799999,-3.499612,-31.160402,60.617737,0.843188,60.360027,-327.463776
12.825000,-3.444758,-31.118357,60.595657,0.845537,60.347965,-328.081726
12.849999,-3.390057,-31.077389,60.574135,0.847766,60.336395,-328.693909
12.875000,-3.335524,-31.037474,60.553139,0.849873,60.325275,-329.300293
12.900000,-3.281173,-30.998579,60.532677,0.851866,60.314579,-329.900818
12.924999,-3.227021,-30.960739,60.512737,0.853742,60.304356,-330.494293
12.950000,-3.173083,-30.923897,60.493305,0.855504,60.294567,-331.081818
12.974999,-3.119374,-30.888031,60.474380,0.857163,60.285183,-331.664581
13.000000,-3.065905,-30.853180,60.455971,0.858707,60.276215,-332.238861
13.025000,-3.012694,-30.819258,60.438042,0.860152,60.267632,-332.808350
13.049999,-2.959754,-30.786285,60.420597,0.861499,60.259468,-333.372986
13.075000,-2.907097,-30.754234,60.403633,0.862746,60.251659,-333.930206
13.099999,-2.854734,-30.723106,60.387146,0.863896,60.244221,-334.481201
13.125000,-2.802678,-30.692869,60.371120,0.864954,60.237179,-335.027222
13.150000,-2.750943,-30.663523,60.355541,0.865919,60.230465,-335.566956
13.174999,-2.699537,-30.635004,60.340412,0.866799,60.224079,-336.100281
13.200000,-2.648477,-30.607389,60.325722,0.867595,60.218098,-336.628540
13.224999,-2.597765,-30.580530,60.311466,0.868302,60.212360,-337.150269
13.250000,-2.547420,-30.554541,60.297634,0.868931,60.206970,-337.665466
13.275000,-2.497446,-30.529327,60.284214,0.869484,60.201897,-338.175415
13.299999,-2.447855,-30.504923,60.271217,0.869954,60.197113,-338.678650
13.325000,-2.398658,-30.481247,60.258598,0.870359,60.192635,-339.177979
13.349999,-2.349863,-30.458338,60.246395,0.870686,60.188385,-339.667603
13.375000,-2.301480,-30.436167,60.234573,0.870950,60.184464,-340.154694
13.400000,-2.253513,-30.414717,60.223125,0.871140,60.180782,-340.634766
13.424999,-2.205976,-30.393970,60.212040,0.871276,60.177402,-341.110779
13.450000,-2.158873,-30.373913,60.201336,0.871340,60.174213,-341.578125
13.474999,-2.112215,-30.354540,60.190975,0.871350,60.171291,-342.039764
13.500000,-2.066009,-30.335814,60.180969,0.871300,60.168625,-342.498718
13.525000,-2.020259,-30.317738,60.171295,0.871194,60.166187,-342.950317
13.549999,-1.974973,-30.300297,60.161968,0.871039,60.163925,-343.394409
13.575000,-1.930161,-30.283447,60.152958,0.870826,60.161911,-343.835754
13.599999,-1.885826,-30.267220,60.144257,0.870573,60.160076,-344.267761
13.625000,-1.841977,-30.251568,60.135868,0.870267,60.158436,-344.695312
13.650000,-1.798616,-30.236492,60.127796,0.869916,60.157013,-345.118286
13.674999,-1.755753,-30.221979,60.120014,0.869523,60.155739,-345.533295
13.700000,-1.713390,-30.208004,60.112522,0.869088,60.154671,-345.945312
13.724999,-1.671536,-30.194550,60.105305,0.868619,60.153755,-346.349152
13.750000,-1.630192,-30.181637,60.098385,0.868106,60.153011,-346.748169
13.775000,-1.589367,-30.169212,60.091705,0.867562,60.152447,-347.142334
13.799999,-1.549061,-30.157270,60.085297,0.866983,60.151993,-347.529724
13.825000,-1.509282,-30.145819,60.079144,0.866370,60.151707,-347.912109
13.849999,-1.470034,-30.134825,60.073242,0.865733,60.151543,-348.287537
13.875000,-1.431321,-30.124269,60.067574,0.865065,60.151508,-348.657806
13.900000,-1.393148,-30.114182,60.062145,0.864371,60.151627,-349.022797
13.924999,-1.355514,-30.104492,60.056938,0.863656,60.151825,-349.380493
13.950000,-1.318426,-30.095200,60.051952,0.862912,60.152153,-349.734741
13.974999,-1.281889,-30.086338,60.047180,0.862146,60.152603,-350.083496
14.000000,-1.245907,-30.077862,60.042622,0.861366,60.153141,-350.424561
14.025000,-1.210480,-30.069761,60.038265,0.860570,60.153763,-350.759918
14.049999,-1.175609,-30.062027,60.034100,0.859755,60.154488,-351.089417
14.075000,-1.141304,-30.054649,60.030128,0.858927,60.155285,-351.413025
14.099999,-1.107559,-30.047590,60.026325,0.858077,60.156216,-351.734955
14.125000,-1.074386,-30.040886,60.022720,0.857227,60.157158,-352.046326
14.150000,-1.041780,-30.034494,60.019283,0.856363,60.158188,-352.353638
14.174999,-1.009747,-30.028431,60.016014,0.855491,60.159302,-352.654572
14.200000,-0.978287,-30.022646,60.012890,0.854607,60.160477,-352.951355
14.224999,-0.947407,-30.017145,60.009941,0.853722,60.161694,-353.241455
14.250000,-0.917101,-30.011909,60.007118,0.852826,60.162964,-353.527222
14.275000,-0.887375,-30.006971,60.004456,0.851922,60.164318,-353.808624
14.299999,-0.858234,-30.002285,60.001934,0.851031,60.165653,-354.080353
14.325000,-0.829675,-29.997835,59.999538,0.850125,60.167068,-354.350067
14.349999,-0.801703,-29.993635,59.997276,0.849237,60.168468,-354.609680
14.375000,-0.774318,-29.989660,59.995125,0.848327,60.170006,-354.869873
14.400000,-0.747524,-29.985907,59.993111,0.847446,60.171425,-355.116791
14.424999,-0.721315,-29.982382,59.991203,0.846559,60.172951,-355.361389
14.450000,-0.695700,-29.979050,59.989410,0.845674,60.174473,-355.600739
14.474999,-0.670673,-29.975887,59.987709,0.844784,60.176056,-355.837738
14.500000,-0.646243,-29.972960,59.986122,0.843923,60.177582,-356.063080
14.525000,-0.622405,-29.970167,59.984619,0.843047,60.179184,-356.289062
14.549999,-0.599169,-29.967588,59.983219,0.842206,60.180737,-356.502808
14.575000,-0.576523,-29.965143,59.981903,0.841362,60.182293,-356.713806
14.599999,-0.554475,-29.962866,59.980675,0.840533,60.183846,-356.918610
14.625000,-0.533023,-29.960718,59.979519,0.839705,60.185429,-357.120575
14.650000,-0.512174,-29.958723,59.978439,0.838892,60.186993,-357.316010
14.674999,-0.491925,-29.956856,59.977444,0.838115,60.188480,-357.500977
14.700000,-0.472266,-29.955107,59.976494,0.837309,60.190079,-357.690277
14.724999,-0.453217,-29.953512,59.975632,0.836559,60.191555,-357.864716
14.750000,-0.434768,-29.952002,59.974827,0.835816,60.193024,-358.035614
14.775000,-0.416924,-29.950628,59.974083,0.835099,60.194450,-358.198730
14.799999,-0.399674,-29.949324,59.973377,0.834373,60.195919,-358.362427
14.825000,-0.383030,-29.948143,59.972729,0.833677,60.197346,-358.517883
14.849999,-0.366985,-29.947041,59.972141,0.832993,60.198746,-358.669342
14.875000,-0.351553,-29.946043,59.971603,0.832366,60.200016,-358.806824
14.900000,-0.336718,-29.945107,59.971096,0.831733,60.201336,-358.944916
14.924999,-0.322486,-29.944239,59.970634,0.831115,60.202614,-359.078400
14.950000,-0.308858,-29.943447,59.970203,0.830515,60.203861,-359.207153
14.974999,-0.295838,-29.942738,59.969818,0.829962,60.205017,-359.325043
15.000000,-0.283411,-29.942039,59.969452,0.829374,60.206253,-359.449402
15.025000,-0.271609,-29.941490,59.969151,0.828900,60.207256,-359.549255
15.049999,-0.260398,-29.940916,59.968842,0.828387,60.208336,-359.656494
15.075000,-0.249800,-29.940445,59.968590,0.827936,60.209305,-359.750336
15.099999,-0.239800,-29.939999,59.968346,0.827479,60.210285,-359.844788
15.125000,-0.230402,-29.939564,59.968105,0.827018,60.211281,-359.939819
15.150000,-0.221625,-29.939251,59.967941,0.826675,60.212013,-360.010010
15.174999,-0.213434,-29.938871,59.967735,0.826242,60.212948,-360.098511
15.200000,-0.205865,-29.938616,59.967602,0.825943,60.213581,-360.159332
15.224999,-0.198902,-29.938383,59.967472,0.825640,60.214245,-360.220734
15.250000,-0.192535,-29.938141,59.967339,0.825333,60.214912,-360.282745
15.275000,-0.186778,-29.937939,59.967239,0.825084,60.215439,-360.332825
15.299999,-0.181625,-29.937765,59.967136,0.824832,60.215992,-360.383514
15.325000,-0.177070,-29.937593,59.967045,0.824576,60.216560,-360.434784
15.349999,-0.173131,-29.937477,59.966980,0.824398,60.216957,-360.470337
15.375000,-0.169832,-29.937468,59.966980,0.824414,60.216908,-360.467072
15.400000,-0.167063,-29.937256,59.966869,0.824085,60.217625,-360.532654
15.424999,-0.164966,-29.937273,59.966862,0.824096,60.217621,-360.530548
15.450000,-0.163465,-29.937269,59.966862,0.824103,60.217598,-360.529053
15.474999,-0.162564,-29.937269,59.966869,0.824107,60.217587,-360.528137
15.500000,-0.162224,-29.937157,59.966808,0.823911,60.218014,-360.567261
15.525000,-0.162224,-29.937157,59.966808,0.823911,60.218014,-360.567261
15.549999,-0.161558,-29.937416,59.966946,0.820714,60.217129,-360.554749
15.575000,-0.160883,-29.937679,59.967079,0.817282,60.216217,-360.517273
15.599999,-0.160207,-29.937939,59.967224,0.813850,60.215309,-360.454773
15.625000,-0.159532,-29.938202,59.967361,0.810418,60.214401,-360.367279
15.650000,-0.158856,-29.938465,59.967499,0.806986,60.213493,-360.254791
15.674999,-0.158181,-29.938725,59.967632,0.803553,60.212585,-360.117279
15.700000,-0.157505,-29.938988,59.967777,0.800121,60.211678,-359.954773
15.724999,-0.156830,-29.939251,59.967915,0.796689,60.210770,-359.767273
15.750000,-0.156154,-29.939510,59.968052,0.793257,60.209862,-359.554779
15.775000,-0.155479,-29.939772,59.968189,0.789824,60.208950,-359.317261
15.799999,-0.154803,-29.940033,59.968330,0.786392,60.208042,-359.054779
15.825000,-0.154128,-29.940294,59.968468,0.782960,60.207134,-358.767273
15.849999,-0.153452,-29.940557,59.968605,0.779528,60.206234,-358.454773
15.875000,-0.152777,-29.940817,59.968742,0.776096,60.205326,-358.117279
15.900000,-0.152101,-29.941080,59.968876,0.772663,60.204414,-357.754761
15.924999,-0.151426,-29.941339,59.969021,0.769231,60.203506,-357.367279
